"Pass","Ethelruda","start dated IUP","GrA-53000","end dated IUP","start Ahmarian","GrA-57597","GrA-53004","GrA-57542","GrA-54846","GrA-57603","GrA-57602","GrA-53001","Egbert","GrA-54847","GrA-57599","GrA-57598","GrA-57544","end Ahmarian","start UP","GrA-57545","GrA-53006","GrA-54848","end UP","start EPI","GrA-53005","end EPI",
81,-42033.1,-41707,-41532.3,-41342.6,-40903.4,-40893.3,-40862.6,-40830.6,-40709,-40365.8,-40144.1,-40807.3,-40721.5,-40126.2,-40101.1,-39843.2,-38991,-38678.2,-38144.2,-37975.9,-36026.4,-30620.9,-30049.3,-29114.2,-28282.2,-26857.6,
82,-42984.9,-41707,-41437.4,-41342.6,-41037.1,-40982.1,-40837.9,-40824.3,-40709,-40365.8,-40155.1,-40336.5,-40814.4,-40126.2,-40101.1,-39740.7,-38689,-38288.8,-38144.2,-37975.9,-36026.4,-30620.9,-30467.3,-30181.2,-28282.2,-28034.4,
83,-42791.2,-42212.2,-41499.2,-41342.6,-41037.1,-41014.5,-40856.1,-40821.3,-40709,-40342.7,-40290.4,-40565.1,-40371.8,-40126.2,-40101.1,-39740.7,-38681.2,-38527.5,-38071.2,-37975.9,-36026.4,-30620.9,-30554.5,-29271.1,-28177.2,-28034.4,
84,-44935.8,-42212.2,-41597.9,-41466.5,-41037.1,-40936.2,-40929.4,-40840.8,-40699.8,-40162.2,-40290.4,-40416.1,-40545.5,-40126.2,-40101.1,-39256.4,-39191.5,-38458.6,-38071.2,-37975.9,-36026.4,-30620.9,-29798.9,-29271.1,-28049.1,-28034.4,
85,-45446.1,-42212.2,-41510.4,-41466.5,-41064.3,-40961.6,-40925.1,-40889.8,-40686.8,-40206.1,-40290.4,-40416.1,-40602.9,-40126.2,-40101.1,-39256.4,-39191.5,-38813.5,-38069.2,-37975.9,-36026.4,-30556.5,-30365.6,-28747.5,-28049.1,-28034.4,
86,-45426.3,-44189.2,-41733,-41405.3,-41064.3,-41019.9,-40904.6,-40738.9,-40686.8,-40635.5,-40290.4,-40690.6,-40578.6,-40126.2,-40101.1,-39661,-39016.9,-38909.8,-38069.2,-37975.9,-36026.4,-30556.5,-30299.9,-28753.9,-28049.1,-28034.4,
87,-46874.2,-42507.4,-41602.1,-41562.6,-41064.3,-40974.3,-40776.1,-40758.6,-40686.8,-40258.7,-40175.6,-40477.3,-40537.2,-40126.2,-40101.1,-39661,-39016.9,-38113.3,-38069.2,-37975.9,-36026.4,-30556.5,-30299.9,-28241,-28124.8,-28034.4,
88,-47209.6,-42507.4,-41878.2,-41405.2,-41064.3,-40955.4,-40802.4,-40696.9,-40643.2,-40258.7,-40175.6,-40385.3,-40285.3,-40126.2,-40101.1,-39661,-38338.9,-38269.7,-38024.4,-37954.9,-35926.4,-30188.8,-29546,-28241,-28103.3,-28034.4,
89,-44587.6,-43517.5,-41859.3,-41799.3,-41214,-41039.2,-40701.5,-40642.8,-40617.7,-40258.7,-40175.6,-40406.5,-40439.3,-40126.2,-40101.1,-39661,-38338.9,-38156.6,-38009.2,-37958.5,-35926.4,-30439.1,-29546,-28241,-28217.8,-28034.4,
90,-44538.9,-42841.9,-41665.3,-41605.4,-41180.4,-41005.8,-40834.3,-40746.2,-40617.7,-40189.1,-40186,-40593.5,-40365.2,-40126.2,-40101.1,-39661,-38406.9,-38166.4,-38100.4,-37830.9,-35879.4,-30439.1,-29929.5,-28185.9,-28184.6,-28034.4,
91,-43898.8,-43711.2,-41838,-41287.3,-41222.6,-41129.1,-40913,-40790.9,-40617.7,-40189.1,-40242.2,-40612.6,-40392.4,-40126.2,-40101.1,-39661,-38406.9,-38169.7,-38152.6,-37830.9,-35879.4,-30439.1,-29323.5,-28090.1,-28048.8,-28034.4,
92,-45498.2,-42414.5,-41838,-41621.8,-41162.7,-41129.1,-40998.3,-40644.8,-40443.4,-40189.1,-40166.4,-40144.4,-40346.1,-40126.2,-40101.1,-40104.2,-38668.3,-38035.1,-37961.8,-37830.9,-35879.4,-30439.1,-29647.4,-28090.1,-28082.1,-28034.4,
93,-44487.4,-42414.5,-41690.1,-41168.7,-40950.1,-40883.4,-40726.5,-40546.3,-40443.4,-40240.6,-40166.4,-40239.2,-40545.7,-40126.2,-40101.1,-39760.6,-38668.3,-38035.1,-37946.9,-37830.9,-35879.4,-30439.1,-29547,-28090.1,-28044.2,-28034.4,
94,-43879,-42414.5,-41730.5,-41640.6,-41031.8,-40988.3,-40920,-40670.2,-40553.4,-40432.4,-40382.5,-40426.7,-40593.4,-40253.8,-40230.1,-39908.7,-39025.7,-38527.6,-38126.2,-38077.2,-36188.5,-30499.6,-28623.6,-28068.6,-28044.4,-28034.4,
95,-43784.3,-42414.5,-41858,-41764.2,-41065.8,-40979.6,-40872.4,-40705.1,-40537.7,-40262,-40377.2,-40241.3,-40263.3,-40228.3,-40204.9,-39614.4,-38810.8,-38416.6,-38094.7,-38077.2,-36188.5,-29951.8,-28859.5,-28068.6,-28055,-28034.4,
96,-46064.6,-42511.6,-41955.1,-41358.9,-41065.8,-40979.6,-40825.3,-40613.2,-40464.5,-40262,-40332.2,-40558.4,-40613.2,-40228.3,-40204.9,-39614.4,-38810.8,-38569.6,-37607.3,-37604.6,-36188.5,-29951.8,-28236.2,-28227.5,-28058.9,-27940.5,
97,-44189.7,-42649.3,-41875.5,-41413.1,-41207.5,-41082.4,-40755.6,-40700.8,-40464.5,-40262,-40356.1,-40316.1,-40569.7,-40228.3,-40204.9,-39614.4,-38810.8,-38623.2,-38235,-37604.6,-36188.5,-29951.8,-29608,-28506,-28043.2,-27940.5,
98,-45426.2,-42884.8,-41947.9,-41567.5,-41152.2,-41014.8,-40932,-40895.1,-40656.5,-40262,-40343.4,-40515.6,-40292.7,-40228.3,-40204.9,-39455.6,-38810.8,-38623.2,-38553.3,-37703.7,-36078.2,-29951.8,-28513,-28353.8,-28063,-27940.5,
99,-47198.8,-42329,-41947.9,-41894.6,-41152.2,-41028.6,-40947.4,-40835.9,-40726.5,-40462.6,-40343.4,-40804.2,-40477,-40228.3,-40086.9,-39455.6,-38810.8,-38623.2,-37831,-37707.8,-36067.6,-29949.8,-28452.3,-28353.2,-28072.1,-27940.5,
100,-44187.3,-42329,-42170.7,-41891.7,-41152.2,-40880.9,-40851.8,-40832.2,-40726.5,-40428.6,-40280.6,-40804.2,-40486.3,-40228.3,-40086.9,-39455.6,-38810.8,-38361.2,-37960.3,-37707.8,-36067.6,-30489.5,-28673.7,-28334.3,-28294.5,-27940.5,
101,-43921.1,-42179,-42048.8,-41978.1,-41194.8,-41026.6,-40872.3,-40827.9,-40726.5,-40428.6,-40280.6,-40778.3,-40633,-40228.3,-40086.9,-39455.6,-38742.6,-38318.7,-38016,-37707.8,-36067.6,-30489.5,-30108.3,-28121.4,-27968.5,-27940.5,
102,-43807.3,-42179,-42104.7,-41978.1,-41194.8,-41160.9,-40862.5,-40858.4,-40799.8,-40428.6,-40280.6,-40351.3,-40413.6,-40261.7,-40045.1,-39455.6,-38742.6,-38450.4,-38267.6,-37707.8,-36067.6,-30489.5,-28726,-28121.4,-28097,-27940.5,
103,-43643.8,-42183.9,-42133.3,-42015.4,-41541.6,-41149.6,-40862.5,-40857.7,-40799.8,-40428.6,-40728.4,-40596.9,-40367.3,-40261.7,-40045.1,-39455.6,-38958.3,-38427.2,-38182.8,-37581.3,-36067.6,-30489.5,-30427.3,-30263.1,-28100.1,-27940.5,
104,-44115.7,-42183.9,-41957.2,-41819.4,-41637.2,-41124.7,-40884.5,-40876.6,-40728.3,-40428.6,-40430,-40853.5,-40541.9,-40261.7,-40041.7,-39455.6,-38958.3,-38473.5,-38424.5,-37541,-36067.6,-30489.5,-30435.3,-30422.4,-28100.1,-27476.3,
105,-44380.1,-42183.9,-42124.8,-41715.9,-41607.4,-41489.6,-40906.1,-40814,-40728.3,-40428.6,-40276.9,-40680.7,-40281,-40261.7,-40041.7,-39277.7,-38958.3,-38730.8,-38387,-38046.5,-36468.3,-30493.4,-29771.9,-29056.6,-27982.8,-27327.5,
106,-44653,-42183.9,-42100.3,-42059.3,-41594.9,-41288.4,-41152,-40919.2,-40740.8,-40583.4,-40276.9,-40467.5,-40426.5,-40261.7,-40041.7,-38902.4,-38958.3,-38842.6,-38189.9,-38046.5,-36468.3,-30493.4,-29892.2,-29617,-27982.8,-25958.3,
107,-47333.1,-42183.9,-42024.6,-41724.3,-41344.8,-41215.4,-41205.5,-40790.5,-40761.6,-40575,-40291.6,-40335.9,-40770.9,-40276.6,-40054.3,-39011.5,-38959.5,-38842.6,-38645.9,-38046.5,-36468.3,-30493.4,-30406,-29074.9,-28073.8,-25670,
108,-46732.9,-44497.6,-42089.9,-41819.6,-41344.8,-41171.4,-41096,-41095.7,-40941.8,-40767,-40291.6,-40598.3,-40297.1,-40276.6,-40054.3,-39011.5,-38959.5,-38823.8,-38361.3,-38046.5,-36468.3,-30493.4,-29988.4,-29974.4,-28340.3,-23368.4,
109,-45970.2,-43887.6,-42216.6,-41745.3,-41299.9,-41183.8,-41096.9,-40951.6,-40809.8,-40767,-40291.6,-40598.3,-40435.4,-40276.6,-40054.3,-39011.5,-39009.2,-38823.8,-37999.1,-37943.2,-36385.2,-30486.9,-29979.5,-28863.3,-28340.3,-27870,
110,-46758.9,-43677.5,-42216.6,-41605.7,-41299.9,-41265.2,-41148.1,-40850.3,-40809.8,-40766,-40291.6,-40654.8,-40549.5,-40276.6,-40054.3,-39011.5,-39009.2,-38836.5,-38201.6,-37945.7,-36632.6,-30464.8,-30288.5,-28863.3,-28384.2,-28234.3,
111,-47278.5,-43677.5,-42299.3,-41919.6,-41299.9,-41265.2,-41107.9,-40993,-40797.1,-40766,-40291.6,-40654.8,-40423.3,-40276.6,-40054.3,-39011.5,-39009.2,-38836.5,-38602,-37945.7,-36141.1,-30464.8,-30085.8,-28863.3,-28355.9,-25455.3,
112,-46368.8,-42648.1,-42229.7,-42113.3,-41299.9,-41273.2,-41107.9,-41069.4,-40868.7,-40737,-40291.6,-40838.3,-40569.1,-40276.6,-40054.3,-39068.2,-39331.6,-38886.8,-38834.5,-37945.7,-36141.1,-30745.7,-30085.8,-28863.3,-27760.6,-26076.8,
113,-44537.2,-42648.1,-42267.5,-42113.3,-41501.3,-41203,-41107.9,-41001.3,-40868.7,-40857.5,-40291.6,-40537,-40701.7,-40279.1,-40054.3,-39068.2,-39331.6,-38703.4,-38238.7,-37735.9,-35931.3,-30535.9,-29040.1,-28394.3,-27874.1,-24446,
114,-43138.9,-42368.4,-42267.5,-41856.1,-41501.3,-41490,-41081,-40927.2,-40845.4,-40630.1,-40291.6,-40602.3,-40485.5,-40279.1,-40054.3,-39073.4,-39249.5,-38983.2,-38342.9,-38149.2,-35931.3,-30535.9,-28788.6,-28578,-27956.8,-25073.7,
115,-44603.7,-42368.4,-42187,-41856.1,-41118.1,-41114.8,-41081,-40910.8,-40786,-40546.7,-40291.6,-40310.5,-40460.1,-40279.1,-40054.3,-39073.4,-39001.9,-38919.4,-38640.4,-37863.4,-35931.3,-30535.9,-29208.4,-28660.5,-27956.8,-26017.5,
116,-45627.9,-42368.4,-42024.5,-41583.9,-41118.1,-41106.3,-41098.1,-40870.4,-40788.4,-40397.6,-40292.9,-40737,-40549.9,-39648.2,-40108.9,-39074.5,-39002.5,-38879.3,-38413.9,-37863.4,-35931.3,-30535.9,-29507.8,-28130.5,-27820.7,-26286.4,
117,-47092.2,-42868.9,-42020.8,-41842.3,-41550.6,-41113.5,-41098.1,-40870.4,-40788.4,-40397.6,-40292.9,-40737,-40590.7,-39648.2,-40108.9,-39074.5,-39002.5,-38743.6,-38032.9,-37547,-36631.4,-30535.9,-30326.4,-28691.9,-27820.7,-26286.4,
118,-43838,-42627.4,-42325.9,-42131.8,-41647.9,-41520.8,-41050.6,-40843.8,-40788.4,-40339.9,-40292.9,-40299.9,-40589.6,-40283.4,-40108.9,-39074.5,-39050.4,-38743.6,-38119.1,-38031.2,-36880.3,-30535.9,-28954.6,-28563.7,-27820.7,-26286.4,
119,-44525.3,-42980.2,-42257.5,-42137.5,-41745.3,-41634.3,-41468.7,-40927.6,-40788.4,-40339.9,-40694,-40488.4,-40741.8,-40283.4,-40108.9,-39074.5,-39279.5,-39045,-38078.9,-37509.4,-36880.3,-30535.9,-28470.8,-28304.4,-27820.7,-27193.6,
120,-43201.8,-42793.1,-42257.5,-41827.6,-41745.3,-41632.6,-41323.6,-40963.8,-40822.6,-40339.9,-40694,-40353.4,-40630.3,-40283.4,-40088.6,-39074.5,-39279.5,-38462.5,-38059.8,-37509.4,-36880.3,-30535.9,-28331.9,-28308.7,-27741.2,-27193.6,
121,-44876.9,-42232.5,-41836,-41827.6,-41754,-41610.8,-41323.6,-41181.6,-40784.5,-40346.4,-40342,-40310.4,-40503.4,-40186.6,-40088.6,-39657.8,-39279.5,-38826.3,-38162.8,-37459.8,-36880.3,-30535.9,-29790.9,-27766.3,-27763.8,-27193.6,
122,-44449.8,-42232.5,-41970.2,-41942.3,-41755.3,-41726.6,-41005,-40802,-40784.5,-40294.2,-40262.3,-40288,-40337,-40186.6,-40088.6,-39657.8,-39238.1,-39105.4,-38162.8,-37520.1,-36880.3,-30535.9,-29196.7,-28316.4,-28113.1,-27193.6,
123,-44632.2,-42232.5,-41970.2,-41959,-41755.3,-41237.5,-41139.6,-41022.7,-40838.9,-40270.6,-40324.4,-40693.5,-40651.2,-40244.5,-40141.2,-39687.4,-39383.1,-39105.4,-37648,-37476.2,-36880.3,-30535.9,-29942.1,-28844.4,-28113.1,-27705.4,
124,-42307.2,-42058.4,-42046,-41601.7,-41591.7,-41309.7,-41139.6,-41134.1,-41047.8,-40270.6,-40324.4,-41061.7,-41022.3,-40244.5,-40141.2,-39276.3,-39383.1,-39105.4,-37549.7,-37315.3,-36719.5,-30375,-30156.7,-28844.4,-28224.2,-27705.4,
125,-42645.1,-42058.4,-42053.1,-42028.7,-41591.7,-41309.7,-41108.2,-41102.2,-41053.9,-40270.6,-40324.4,-40567.5,-41094.4,-40244.5,-40146.3,-39276.3,-39383.1,-39105.4,-37549.7,-37315.3,-36719.5,-30375,-29348.9,-28709.5,-28181.1,-27705.4,
126,-47066.6,-42058.4,-42055.6,-42034.8,-41469.7,-41309.7,-41108.2,-41062.7,-40993.6,-40253.7,-40324.4,-40298.5,-40454.8,-40244.5,-40014.8,-39276.3,-39267.8,-39105.4,-37549.7,-37315.3,-36719.5,-30375,-29458.3,-28376.3,-28350.7,-28060.1,
127,-43321.8,-42058.4,-42050.3,-42034.8,-41469.7,-41177.8,-41065.1,-41031.4,-40806.5,-40641.2,-40324.4,-40473.4,-40633.4,-39981.3,-40014.8,-39571,-39463.6,-39105.4,-37549.7,-37529.7,-36719.5,-30375,-28922.3,-27604.3,-27540.5,-27493.2,
128,-46955.2,-42058.4,-42045.8,-42034.8,-41389.9,-41113.5,-41078.2,-41031.4,-40806.5,-40424.8,-40324.4,-40928.7,-40725.4,-39981.3,-40014.8,-39705,-39463.6,-39105.4,-38938.1,-37529.7,-36719.5,-30375,-27902.3,-27604.3,-27529.9,-27493.2,
129,-42560.6,-41858.9,-41814.5,-41657.9,-41639.3,-41107.4,-41012.2,-40883.1,-40709.6,-40264.4,-40176.2,-40528.5,-39922.1,-39874.8,-39904.2,-39551.4,-39338.1,-39111.7,-37609.2,-37529.7,-36719.5,-30375,-28161.3,-27604.3,-27531,-27493.2,
130,-42292.4,-42272.8,-41826.1,-41608,-41438.7,-41308.8,-41282.8,-41172,-41061.9,-40513.2,-40492.4,-40949.4,-41056.6,-40101.5,-40139.7,-39491.1,-39405.3,-39080.6,-37609.2,-37529.7,-36719.5,-30375,-29295.9,-28104.1,-27825.1,-27461.1,
131,-47371.8,-43587,-41952.1,-41567.8,-41443.8,-41430.1,-41298.8,-41286.8,-41079.3,-40538.5,-40573,-40965.3,-40635.9,-40132.7,-40086.8,-39427.1,-39446.5,-39126.5,-37606,-37550.4,-35951.1,-30546,-29509.9,-27686.2,-27553.9,-27461.1,
132,-47014.9,-43734.3,-41952.1,-41629.3,-41460.5,-41332,-41251.5,-41148,-41079.3,-40538.5,-40573,-40868.6,-40434.1,-40132.7,-40086.8,-39619.2,-39536.3,-39126.5,-37714.2,-37383.7,-35817.6,-30136.1,-30132.3,-27686.2,-27658.4,-27461.1,
133,-47429.1,-44090,-42387.9,-41485.5,-41397.9,-41374,-41251.5,-41136.6,-41079.3,-40452.8,-40573,-40412.2,-41124.3,-40132.7,-40086.8,-39619.2,-39536.3,-39464.6,-38541.8,-37600.1,-35817.6,-30136.1,-28605.4,-27686.2,-27564.1,-27470.9,
134,-47386.1,-44090,-42387.9,-41726.8,-41398.7,-41220.1,-41051.1,-40974.1,-40802.1,-40328.9,-40212.5,-40694.6,-40787.6,-40096.4,-40008.7,-39492.8,-39739.6,-39464.6,-39238.4,-37816.2,-35817.6,-30136.1,-28683.6,-27686.2,-27595.4,-27453.1,
135,-45686.8,-44090,-42276,-41712.7,-41400.2,-41369.5,-40994.7,-40975.8,-40802.1,-40295.8,-40417.6,-40694.6,-40188,-40096.4,-40132.8,-39492.8,-39633.8,-39492.5,-38111.1,-38073.7,-35817.6,-30136.1,-27752.6,-27555.4,-27521.4,-27453.1,
136,-45880.7,-43011.6,-42424.5,-41747,-41400.2,-41071.5,-40994.7,-40864.1,-40802.1,-40295.8,-40417.6,-40665.8,-40648.6,-40096.4,-40249.2,-40152.1,-39633.8,-39492.5,-38436.8,-38077.4,-36047.1,-30934,-28495.9,-27555.4,-27464,-27453.1,
137,-46820,-43011.6,-42412.6,-42374.4,-41187,-41118.7,-41015.3,-40917.2,-40802.1,-40276.7,-40417.6,-40665.8,-40261.6,-40247.4,-40192.8,-39570.5,-39633.8,-39492.5,-38636,-38077.4,-35979.3,-30934,-30821.7,-27555.4,-27509.6,-27453.1,
138,-46706.2,-43011.6,-41579.1,-41525.6,-41187,-41153.2,-41066.3,-40812.4,-40802.1,-40476.9,-40417.6,-40618.3,-40578.8,-40247.4,-40192.8,-39569.7,-39505.3,-39492.5,-38376.3,-37865.2,-36555.7,-30934,-30821.7,-27555.4,-27529,-27453.1,
139,-44355.1,-43390.5,-41579.1,-41357.2,-41277.2,-41183.7,-41091.8,-40995.9,-40802.1,-40340.7,-40523,-40654.7,-40426.2,-39786.2,-40192.8,-39569.7,-39505.3,-39492.5,-39450.2,-37813.3,-36555.7,-30934,-29257.6,-27555.4,-27542,-27453.1,
140,-44754.3,-44122.7,-41878.6,-41460.6,-41383.9,-41311.9,-41030.8,-41006.8,-40599.1,-40340.7,-40205.9,-40808.9,-40328,-39843.6,-40192.8,-39569.7,-39505.3,-39482.8,-39123.7,-37895,-36539.7,-30886.8,-29741.9,-27555.4,-27461.7,-27453.1,
141,-46466.2,-44122.7,-41524.2,-41461.5,-41333.2,-41258.1,-41249.9,-40944.2,-40922.7,-40360.4,-40225.6,-40342.1,-40238,-39948.2,-40212.5,-39589.4,-39524.9,-39502.5,-38141.9,-37895,-36539.7,-29765,-29169,-27555.4,-27524.7,-27453.1,
142,-46436.7,-42276.4,-41871.1,-41779.5,-41333.2,-41130.9,-41040.3,-41016.4,-40816.2,-40311,-40169.3,-40808.2,-40375.9,-39877.8,-39785.4,-39429.6,-39462,-39409.4,-38400.9,-37895,-36539.7,-29765,-29169,-27984.7,-27461.1,-27453.1,
143,-46715.1,-43205,-41785.3,-41701.6,-41333.2,-41171.5,-41085.9,-40981.2,-40816.2,-40498.7,-40169.3,-40595.7,-40766.7,-39830.8,-40121.8,-39429.6,-39462,-39409.4,-38181.4,-37895,-36539.7,-29765,-29140.8,-28893.2,-27685.4,-27453.1,
144,-45129.8,-44489.2,-41785.3,-41759.3,-41239.2,-41068.9,-40996.8,-40902.2,-40806.3,-40482.6,-40147,-40581.6,-40207.5,-39639.1,-39684.8,-39428.2,-39458.4,-39409.4,-38441.6,-37890.6,-36514.7,-29636.8,-29259.2,-28900.8,-27685.4,-27453.1,
145,-46384.5,-43652.7,-41870.4,-41500.3,-41062.8,-40963.9,-40759.5,-40711.8,-40692,-40394.8,-39976.5,-40314.8,-40547.1,-39520.9,-39681.1,-39517.8,-39454.4,-39363.9,-38940.3,-37890.6,-36514.7,-29636.8,-29365.6,-27842.9,-27715.6,-27453.1,
146,-44373.5,-43639.3,-42104.6,-41942.7,-41062.8,-41004.3,-40809.4,-40711,-40692,-40394.8,-40135.3,-40314.8,-40350.7,-39520.9,-39726.8,-39517.8,-39454.4,-39372.8,-38462.3,-37753.3,-36668.6,-29790.7,-28785,-28239.9,-28199.7,-27527.9,
147,-45627.1,-43639.3,-42209.1,-41569.9,-41062.8,-41028,-40975.4,-40782.1,-40524.8,-40563.7,-39823.1,-40314.8,-39841.7,-39736.9,-39681.1,-39517.8,-39454.4,-39372.8,-38462.3,-37686.9,-36668.6,-29790.7,-28967.8,-28239.9,-28202.4,-27527.9,
148,-46065.1,-43639.3,-42691.1,-41659.4,-41062.8,-41005.2,-40996.6,-40971.6,-40524.8,-40336,-39823.1,-40771.6,-39831.8,-39736.9,-39681.1,-39500.1,-39476.1,-39372.8,-38066.6,-37686.9,-36668.6,-29790.7,-28654.4,-28649.7,-28194.3,-27671.9,
149,-45956.5,-43639.3,-41689.4,-41333.2,-41062.8,-40980.3,-40860,-40804.2,-40715.1,-40336,-40094.9,-40293.3,-40348,-39772.2,-39702.6,-39428.3,-39396.5,-39386.6,-38066.6,-37686.9,-36668.6,-29790.7,-28834.8,-28105.4,-27885.2,-27671.9,
150,-46067.6,-43639.3,-42130.5,-41188.7,-41027.1,-40929.2,-40906.8,-40813.9,-40698.1,-40336,-40094.9,-40293.3,-40537.8,-39832.4,-39686.1,-39428.3,-39396.5,-39386.6,-37814.7,-37649.4,-36546.8,-29775.8,-28201.8,-28116.3,-27796,-27671.9,
151,-46138.7,-43639.3,-42473.1,-42435.1,-41027.1,-40831.7,-40807.8,-40609.3,-40574.3,-40237.2,-40222.9,-40198.9,-40380.4,-39854.1,-40090.5,-39423.9,-39395.5,-39386.6,-38480.2,-37649.4,-36546.8,-29775.8,-29312,-28077.6,-27713.4,-27671.9,
152,-46482.1,-43342.9,-42473.1,-42435.1,-41027.1,-40904.6,-40827.6,-40664.5,-40574.3,-40237.2,-40163.7,-40192.6,-40406.4,-39979.4,-40059.2,-39490.4,-39395.5,-39386.6,-37766.1,-37341.2,-36546.8,-29775.8,-29561.5,-28504.4,-28185.7,-26929.2,
153,-44839.4,-42596,-42473.1,-41251.5,-41182.7,-41025,-40886.6,-40854.5,-40668.6,-40328.6,-40225.3,-40256.5,-40439.8,-40102.1,-40165.8,-39505.5,-39798.3,-39386.6,-37739,-37440.1,-36546.8,-29775.8,-29347,-29159.9,-28185.7,-26929.2,
154,-46892.3,-42596,-42222.4,-41624.7,-41182.7,-40904.6,-40802.2,-40712.4,-40668.6,-40328.6,-40474.1,-40256.5,-40491.1,-40102.1,-39572.8,-39401.2,-39798.3,-39190.3,-38480.7,-37170.6,-36546.8,-29775.8,-28452.9,-28283.6,-28185.7,-25959.2,
155,-43534.2,-42986.4,-42108.5,-41789.9,-41182.7,-41097,-40796.8,-40724.9,-40668.6,-40200.4,-40314.6,-40160.5,-40618.7,-39972.5,-40128.7,-39441.7,-39813.8,-39190.3,-38646.8,-37210.6,-36605.8,-30041.5,-28542.8,-28214.1,-28185.7,-25959.2,
156,-45374.2,-42986.4,-42187,-41515,-41383.4,-41220.3,-41043.9,-40710.4,-40668.6,-40259.3,-40314.6,-40160.5,-40341.3,-39972.5,-40128.7,-39441.7,-39813.8,-39190.3,-38045.2,-37210.6,-36605.8,-30041.5,-29861.5,-28296.9,-28185.7,-26079.9,
157,-44438.7,-42986.4,-42330.6,-41875.2,-41324.1,-41126.4,-41085,-40804.2,-40668.6,-40732.6,-40155.9,-40160.5,-40210.2,-39969.7,-40128.7,-40070.2,-39813.8,-39423,-38070.5,-37880.9,-36605.8,-30041.5,-29861.5,-28296.9,-27899.5,-25969.3,
158,-45732,-42986.4,-42280.9,-41417.2,-41328.7,-41318,-41050.9,-41026.8,-40882.3,-40732.6,-40155.9,-40224.7,-40452.6,-40113.4,-40080.2,-39574.4,-39967.4,-39423,-38142.4,-38123.8,-36605.8,-30041.5,-29861.5,-28047.9,-27872.8,-27196.3,
159,-45838.8,-44619.5,-42322,-41474.2,-41370.7,-41282.5,-41050.9,-40885.8,-40882.3,-40722,-40155.9,-40224.7,-40862.2,-40113.4,-39887.4,-39574.4,-40083.6,-39423,-38454.7,-38410.8,-36605.8,-30041.5,-29861.5,-28906.4,-28272.7,-26913.6,
160,-47131.1,-45445.7,-42112.5,-41674.9,-41370.7,-41250.6,-41170.2,-40947.8,-40882.3,-40570.2,-40136.1,-40244.1,-40600.7,-40113.4,-40050.5,-39611.8,-40130.1,-39423,-38571.2,-38410.8,-36605.8,-30041.5,-29507.7,-29370.1,-28272.7,-26619.6,
161,-45655.4,-44609.5,-42112.5,-41936.9,-41370.7,-41256.3,-40971.9,-40888.4,-40882.3,-40570.2,-40128,-40244.1,-40695.2,-40113.4,-39733.2,-39611.8,-39939.1,-39423,-38636.8,-37817.5,-36605.8,-30041.5,-29096.9,-28534.1,-27725.4,-26619.6,
162,-44832.2,-44015,-42112.5,-41804.9,-41370.7,-41248.5,-40971.9,-40945.3,-40749.6,-40254.9,-40271.6,-40392.6,-40280.4,-40113.4,-39996.3,-39611.8,-39725.7,-39423,-39203.9,-38524.7,-36791.2,-30861.6,-29883.3,-27925.1,-27788.2,-26087.2,
163,-44592.6,-42315.6,-42112.5,-41833.6,-41370.7,-41006.9,-40971.9,-40751.6,-40749.6,-40590.4,-40354.2,-40390.5,-40261.8,-40113.4,-39979.1,-39611.8,-39448.3,-39423,-39245.7,-37954.7,-36791.2,-30861.6,-28523.6,-28298.9,-27858,-24059,
164,-44874.3,-42291.7,-42192.7,-41988.7,-41436.3,-41389.8,-41001.9,-40846.2,-40807.3,-40590.4,-40244.7,-40158.5,-40183.3,-40113.4,-39606.1,-39611.8,-39885.4,-39581,-38963.6,-37954.7,-36532.7,-30861.6,-30777.3,-28439.1,-27858,-25438.7,
165,-42936.8,-42529.8,-42200.1,-41762.9,-41436.3,-41388.4,-41001.9,-40911.3,-40807.3,-40539,-40244.7,-40158.5,-40256.8,-40113.4,-39842.3,-39611.8,-39885.4,-39581,-38515.2,-37954.7,-36532.7,-30861.6,-30616.8,-30609.8,-27858,-22776.5,
166,-43593.2,-42646.1,-42292.2,-42040.1,-41669.7,-41224.1,-41024.7,-40953.2,-40840.4,-40694.3,-40607.6,-40150.1,-40161.1,-40143.9,-39924,-39615.4,-40016.9,-39581,-38341,-38179.9,-36532.7,-30861.6,-29982.5,-29468.7,-28215.2,-27608.1,
167,-44177.9,-42646.1,-42056.2,-41977.8,-41887.3,-41694.3,-41034.7,-40884.6,-40840.4,-40269.8,-40666.8,-40150.1,-40185.5,-40143.9,-40041.1,-39615.4,-39637.6,-39581,-38819.8,-37629.9,-36532.7,-30861.6,-30806.8,-29486,-28050,-27360.6,
168,-43648.9,-43122.6,-42056.2,-41937.6,-41910.3,-41138.6,-40974.8,-40967.5,-40840.4,-40176.5,-40666.8,-40150.1,-40410.7,-39992.1,-39891.8,-39652.9,-40142.1,-39581,-38516.5,-38105.2,-36524,-30831.2,-30591.6,-28870.8,-28050,-26381,
169,-46457,-43122.6,-42021,-41955.1,-41908.6,-41537.1,-40971.9,-40853.3,-40840.4,-40176.5,-40838.3,-40150.1,-40812.7,-40005.2,-39763.5,-39652.9,-39958.8,-39581,-38516.5,-37912.2,-36524,-30831.2,-30591.6,-29477,-28050,-26381,
